text,intent
"How do I check whether my application has been approved?",application_status
"What do I need to do after receiving admission?",enrollment
"How do I finalize my student enrollment?",enrollment
"What is required to complete enrollment?",enrollment
"I accepted my place and need to enroll",enrollment
"Where can I complete the enrollment process?",enrollment
"Is online enrollment available?",enrollment
"When can newly admitted students enroll?",enrollment
"How do I confirm my enrollment?",enrollment
"What documents are required for final enrollment?",enrollment
"My enrollment has not been confirmed",enrollment
"How do I complete enrollment after admission?",enrollment
"Can I enroll after accepting my admission offer?",enrollment
"Where can I see my enrollment status?",enrollment
"What happens after I complete enrollment?",enrollment
"I need help completing my enrollment",enrollment
"How do I register for my classes?",registration
"Where is the subject registration page?",registration
"When can I register for modules?",registration
"I cannot add a subject to my registration",registration
"Why is my course registration blocked?",registration
"Can I change a subject after registration?",registration
"How do I remove a registered subject?",registration
"Is registration still open?",registration
"What is the maximum number of subjects I can register for?",registration
"Can I register for an additional module?",registration
"My subject registration has failed",registration
"Where can I view my registered classes?",registration
"Can I modify my class registration?",registration
"Why can't I register for this module?",registration
"When does online subject registration close?",registration
"What is the tuition fee for international students?",tuition_fees
"How much will this program cost per semester?",tuition_fees
"Where can I find the official tuition fee list?",tuition_fees
"What is the annual tuition cost?",tuition_fees
"How much tuition do I need to pay?",tuition_fees
"Are tuition fees different for each program?",tuition_fees
"Does tuition vary for international students?",tuition_fees
"What are the tuition charges for this academic year?",tuition_fees
"Is tuition charged per semester or annually?",tuition_fees
"Are examination fees included in tuition?",tuition_fees
"Does the tuition fee include all academic charges?",tuition_fees
"Can you explain the tuition fee structure?",tuition_fees
"What is the fee for the first year of study?",tuition_fees
"Are there extra fees in addition to tuition?",tuition_fees
"Where can I download the tuition fee schedule?",tuition_fees
"What financial aid options are available for students?",student_finance
"Can I arrange a payment plan for my tuition?",student_finance
"How can I get financial assistance for my studies?",student_finance
"Where can I view my student financial account?",student_finance
"Can I pay my student fees by bank transfer?",student_finance
"Why has my student payment not appeared yet?",student_finance
"How do I make a payment toward my student account?",student_finance
"Can I split my tuition payments into installments?",student_finance
"How can I check my outstanding student fees?",student_finance
"I need help with my student account balance",student_finance
"Can I arrange a tuition payment schedule?",student_finance
"How do I view my student payment history?",student_finance
"Why is my student account showing an unexpected balance?",student_finance
"Can I request financial support from the university?",student_finance
"How can I pay an outstanding student balance?",student_finance
"Which scholarships can I apply for?",scholarships
"What scholarships are available for undergraduate students?",scholarships
"Do you offer merit scholarships?",scholarships
"Can international students apply for scholarships?",scholarships
"What are the requirements for scholarship funding?",scholarships
"When should I submit my scholarship application?",scholarships
"How are scholarship applications evaluated?",scholarships
"Can scholarships cover the entire tuition fee?",scholarships
"Are scholarships available based on financial need?",scholarships
"What documents are needed for a scholarship application?",scholarships
"Where can I find the scholarship application form?",scholarships
"How do I find scholarships offered by the university?",scholarships
"Can I apply for more than one scholarship?",scholarships
"Is there a scholarship for high academic performance?",scholarships
"Where can I check scholarship application information?",scholarships
"How do I apply for university housing?",accommodation
"Where can I submit a housing application?",accommodation
"When does accommodation application open?",accommodation
"Are university rooms available for new students?",accommodation
"How much is university accommodation per semester?",accommodation
"Can I request a specific residence hall?",accommodation
"How do I find out which room I have been assigned?",accommodation
"Can I change my accommodation assignment?",accommodation
"What is included in the accommodation fee?",accommodation
"Are rooms available for international students?",accommodation
"How do I cancel my university housing?",accommodation
"Can I apply for accommodation after enrollment?",accommodation
"Where can I view my housing allocation?",accommodation
"Can I request a roommate?",accommodation
"When will accommodation allocations be released?",accommodation
"How do I apply for a student visa?",student_visa
"What documents are required for my student visa application?",student_visa
"Where can I find the university visa support information?",student_visa
"Does the university provide a visa support letter?",student_visa
"When should I apply for my student visa?",student_visa
"How long can the student visa application take?",student_visa
"What should I do if my student visa is refused?",student_visa
"Can I extend my student visa?",student_visa
"Where should I submit my student visa documents?",student_visa
"Does my course require a student visa?",student_visa
"How can I get a visa confirmation letter?",student_visa
"What visa documents will the university provide?",student_visa
"Can I study while my student visa is being processed?",student_visa
"What happens if my student visa application is delayed?",student_visa
"Do I need health insurance for my student visa?",student_visa
"What immigration documents do I need?",immigration
"How can I renew my immigration status?",immigration
"When should I renew my immigration documents?",immigration
"How do I report a change of address to immigration?",immigration
"What are the requirements for maintaining immigration status?",immigration
"Can I work under my current immigration status?",immigration
"How do I update my immigration information?",immigration
"My immigration document is expiring soon",immigration
"Where can I find immigration forms?",immigration
"What should I do if immigration requests additional documents?",immigration
"Can I extend my current immigration permission?",immigration
"How do I correct information on my immigration record?",immigration
"What happens if my immigration document expires?",immigration
"Do I need to notify immigration about a change in circumstances?",immigration
"Where can I get help understanding immigration requirements?",immigration
"How can I get help choosing my courses?",academic_support
"Who can advise me about my degree requirements?",academic_support
"Can I meet with an academic advisor?",academic_support
"How do I book academic advising?",academic_support
"I need advice about selecting modules",academic_support
"Who can help me plan my academic program?",academic_support
"Can someone review my degree progress?",academic_support
"I need guidance about changing my major",academic_support
"Who can explain my academic requirements?",academic_support
"How can I plan my courses for next semester?",academic_support
"Where can I get advice about my study plan?",academic_support
"Can an advisor help me choose electives?",academic_support
"I need help understanding my degree requirements",academic_support
"Who should I contact about academic planning?",academic_support
"Can I arrange a meeting with an academic advisor?",academic_support
"When will my final examinations take place?",examinations
"Where can I find the final exam schedule?",examinations
"What are the rules for taking an examination?",examinations
"What happens if I miss a final exam?",examinations
"Can I request a different exam date?",examinations
"Where will my examination be held?",examinations
"How can I request exam accommodations?",examinations
"When are examination results published?",examinations
"Can I appeal an examination result?",examinations
"What identification should I bring to an exam?",examinations
"How do I find my exam timetable?",examinations
"Are there special arrangements for examinations?",examinations
"What should I do if I cannot attend an exam?",examinations
"Where can I see my examination room?",examinations
"When will my exam marks be available?",examinations
"How do I order an official academic certificate?",certificates
"Where can I collect my qualification certificate?",certificates
"When will my academic certificate be issued?",certificates
"Can I download my certificate electronically?",certificates
"What should I do if my certificate has not arrived?",certificates
"How much does a replacement certificate cost?",certificates
"Can I request a certified copy of my qualification?",certificates
"How can an employer verify my certificate?",certificates
"How long does certificate issuance take?",certificates
"There is an error in my certificate",certificates
"How do I request a corrected certificate?",certificates
"Can I get another copy of my academic certificate?",certificates
"Where can I check my certificate request?",certificates
"How do I collect my completed certificate?",certificates
"Is there a fee for replacing a certificate?",certificates
"How do I request an official transcript?",transcripts
"Where can I download my academic transcript?",transcripts
"How long will my transcript request take?",transcripts
"Can my transcript be sent directly to another university?",transcripts
"Is there a charge for an official transcript?",transcripts
"My transcript request is still processing",transcripts
"How do I order a transcript from a previous year?",transcripts
"There is an incorrect grade on my transcript",transcripts
"How do I replace a lost transcript?",transcripts
"Can I request my transcript online?",transcripts
"Where can I see the status of my transcript request?",transcripts
"How can I obtain a certified transcript?",transcripts
"Can my transcript be emailed to an institution?",transcripts
"What information is included on an official transcript?",transcripts
"How do I request another copy of my transcript?",transcripts
"When is the university graduation ceremony?",graduation
"How do I register for the graduation ceremony?",graduation
"How can I confirm that I am eligible to graduate?",graduation
"Where can I find graduation information?",graduation
"How do I order graduation clothing?",graduation
"Can family members attend graduation?",graduation
"What if I cannot attend the graduation ceremony?",graduation
"When will my degree certificate be issued after graduation?",graduation
"Where can I find the graduation timetable?",graduation
"Are graduation photos provided?",graduation
"How do I confirm my graduation attendance?",graduation
"When will graduation registration open?",graduation
"Where can I collect my graduation gown?",graduation
"Can I invite guests to graduation?",graduation
"How do I find out whether I am graduating this semester?",graduation
"Where can I get help with career planning?",career_services
"Can I book a career counseling session?",career_services
"Does the university review student CVs?",career_services
"Where can I find career development workshops?",career_services
"Can someone help me prepare for interviews?",career_services
"When is the next university career fair?",career_services
"How do I contact the careers team?",career_services
"Are career services available to international students?",career_services
"Where can I find graduate career resources?",career_services
"I need advice about choosing a career",career_services
"Can the careers office help improve my resume?",career_services
"Where can I get employment preparation support?",career_services
"Does the university offer mock interviews?",career_services
"How can I attend a career workshop?",career_services
"Who can help me with my career development?",career_services
"Where can I find student job vacancies?",employment
"How do I apply for a university student job?",employment
"Are part-time jobs available for students?",employment
"Can international students work while studying?",employment
"Where can I find campus employment opportunities?",employment
"How do I submit an application for a student position?",employment
"When does student employment recruitment close?",employment
"Can the university help me find part-time work?",employment
"How do I update my employment information?",employment
"Where can I find jobs advertised by the university?",employment
"Are there work opportunities available on campus?",employment
"How can I apply for a campus job?",employment
"Where can I see current student employment vacancies?",employment
"Do students need permission to work on campus?",employment
"Can I work part time during my studies?",employment
"Where can I find internship vacancies?",internships
"How do I apply for a student internship?",internships
"Does my course include an internship requirement?",internships
"Can international students participate in internships?",internships
"Can the university help arrange an internship?",internships
"When should I start applying for internships?",internships
"How do I receive academic credit for an internship?",internships
"Where should I submit internship paperwork?",internships
"Are summer internships available?",internships
"Who manages student internships?",internships
"Can I complete an internship during the academic year?",internships
"Where can I find approved internship opportunities?",internships
"How do I register an internship for academic credit?",internships
"Does the university provide internship placements?",internships
"Who should I contact about internship opportunities?",internships
"What percentage of attendance is required?",attendance
"How many absences are allowed?",attendance
"Where can I view my attendance record?",attendance
"Why is my attendance record incorrect?",attendance
"Will low attendance prevent me from taking exams?",attendance
"How do I report that I was absent?",attendance
"Can my absence be officially excused?",attendance
"I attended class but was marked absent",attendance
"What happens when attendance falls below the required level?",attendance
"Who handles attendance corrections?",attendance
"Can I request an attendance correction?",attendance
"How is student attendance calculated?",attendance
"Where can I check my attendance percentage?",attendance
"Does attendance affect examination eligibility?",attendance
"What should I do about an incorrect absence record?",attendance
"Where can I view my weekly class timetable?",timetable
"When will the timetable for next semester be published?",timetable
"Why are two classes scheduled at the same time?",timetable
"Can I change my class timetable?",timetable
"Why is my registered class missing from my timetable?",timetable
"Where can I find my classroom number?",timetable
"How do I download my class schedule?",timetable
"Has the time of my lecture changed?",timetable
"Can I request a different tutorial session?",timetable
"Why has my timetable not updated?",timetable
"Where can I see my lecture schedule?",timetable
"Can I view my timetable online?",timetable
"When will my class schedule be available?",timetable
"How do I check room details for my classes?",timetable
"My timetable contains an incorrect class",timetable
"Where can I find the campus map?",campus_services
"What facilities are available for students on campus?",campus_services
"Does the campus have a fitness center?",campus_services
"What are the campus operating hours?",campus_services
"Where can I find food facilities on campus?",campus_services
"Is student parking available?",campus_services
"Where are the student health facilities?",campus_services
"How do I access campus recreation facilities?",campus_services
"Where can I report a campus facility problem?",campus_services
"Can I find campus facility information online?",campus_services
"Where can I find the student services building?",campus_services
"Are there restaurants or cafes on campus?",campus_services
"Where can I find campus accessibility facilities?",campus_services
"How do I report a problem with a campus building?",campus_services
"Where can I find information about campus services?",campus_services
"How do I borrow books from the library?",library_services
"What are the library hours?",library_services
"Can I renew borrowed books online?",library_services
"How do I access online library journals?",library_services
"Where can I get a library membership?",library_services
"How can I access electronic books?",library_services
"Why is there a fine on my library account?",library_services
"How do I reserve a library study room?",library_services
"Can students access library resources remotely?",library_services
"How do I contact the library help desk?",library_services
"Where can I search the library catalog?",library_services
"How many books can I borrow?",library_services
"Can I renew a book after it becomes overdue?",library_services
"How do I access the library database from home?",library_services
"Where can I find information about library borrowing rules?",library_services
